,short_description,label
162,किसान सरकार के सातव दौर बातचीत बेनतीज़ खत्म किसान केंद्र सरकार के अगल वार् आठ तारीख़ शुक्रवार होग ,1
295,बूम डॉक्टर राण सिंह बात पत लग वीडिय 15 जुल महावीर कैंसर संस्थान रिकॉर्ड किय ,0
80,किसान के रोष के चल हरियाण सियासत बड़ हलचल शुर चुक क्य दुष्यंत देंग इस्तीफ़ ,1
746,आकर्षण केंद्र वो शक्तिशाल पहलवान जिनक संबंध प्रसिद्ध भोल पहलवान परिवार दारुल सेहत सब भोल अखाड़ के नाम जान ,1
189,बूम पाय मुद्द 370 जे एंड के फ़िल्म शूटिंग के हिस्स के रूप राख सावंत तस्वीर खिंच ,0
706,बूम पाय पीएम मोद अप करीब सहय आरएसएस प्रफुल्भ दोश मौत के जुल 2016 किय ,0
446,दिल्ल के सिंघ बॉर्डर जार किसान के प्रदर्शन जगह अलग-अलग नाम दिए ,1
437,देश के राज्य के किसान दिल्ल अलग-अलग सीम जुट हालांक बुराड़ सीम चंद किसान प्रदर्शन रह ,1
439,घट पाकिस्तान के पंजाब प्रान्त पंजाब पुलिस के अनुसार सीसीटीव फ़ुटेज दिख रह व्यक्त गिरफ़्तार किय ,0
419,कनाड के शहर ब्रैम्पटन पंजाब समुदाय के लोग ओर दिल्ल धर बैठ किसान के समर्थन रैल निकाल ,1
697,बूम मोतिहार के सहायक पुलिस अधीक्षक बात बात पुष्ट घट मोतिहार नह ,0
726,अधिकार के मुताबिक़ दमकल 10 गाड़ घटनास्थल मौजूद जह इमारत के फँस लोग बच आग बुझ कोशिश रह ,1
609,बूम पाय शिवाज के $ 100 डॉलर नोट नकल अमेरिक 19 फरवर छत्रपत शिवाज दिवस घोषित नह किय ,0
330,बूम बैन किय 59 एप्प्स के विकल्प सूच बन नज़र डाल ,0
593,बूम पाय वायरल वीडिय 2013 रूस प्रोटॉन-एम रॉकेट उड़ान भर के पल क्रैश गय ,0
614,निगहत अब्बास द्वार विपक्ष आज़ाद जाप वीडिय उनक राजनीतिक संबद्ध उल्लेख बि वायरल ,0
144,बूम पाय वायरल तस्वीर दाव फ़र्ज़ वायरल तस्वीर करीब साल पुरा थाईलैंड ,0
235,इलाहाबाद हाई कोर्ट जस्टिस पंकज नक़व विवेक अग्रवाल 18 दिसंबर युव के पत याचिक सुनव फ़ैसल सुन ,1
609,राजनीतिक विश्लेषक कह तमाम मुद्द के बावजूद जन के मन बात भाँप मुश्किल ज़मी हक़ीक़त टीव डिबेट सोशल मीडिय अलग सक ,1
527,दाव शाहीन बाग़ महिल पैस दिए रह बूम पाय वीडिय फ़रवर 28 वितरित गय सहाय राश के ,0
189,दलित के विजय किस्स के वाल भीम कोरेगांव 2018 हिंस के ज़्याद चर्च रह हिंस के मामल देश के जाने-म बुद्धिजीव अभियुक्त बन गय यूएपीए धार लग गईं जान जगह इतिहास दिश रह 2018 हिंस जांच ,1
339,कोरो वायरस निपट के देश टीकाकरण शुर किय जाएग मामल प्रतिकूल असर होग ,1
683,बूम पाय तीन तस्वीर असम नह ना नागरिक संशोधन विधेयक के विरोध संबंधित ,0
67,संगीत सोम कोरो वैक्सीन विरोध वाल पाकिस्ता मानसिक बत सलाह दे डाल प्रेस रिव्य ,1
250,वायरल तस्वीर के दाव कोरो वायरस के नेगेटिव टेस्ट के अमित शाह द्वारकाधीश मंदिर ,0
298,धुंधल याद थक मन माँ बार देख इच्छ गी चल चल रह ,1
210,बूम पाय वायरल पोस्ट दाव फ़र्ज तस्वीर दिख रह महिल जिंद सूटकेस मिल लाश अज्ञात महिल ,0
151,सरकार किसान के अगल बैठक चार जनवर होग ,1
191,बूम पाय वायरल पोस्ट शाहरुख़ टीशर्ट लिख वोट फ़ॉर एमआईएम फ़ोटोशॉप करक जोड़ गय ,0
733,वीडिय 2015 के कार्यक्रम भारतीय पाकिस्तान के प्रथागत मिठाईय आदन-प्रदान रह ,0
57,भारत चौथ टेस्ट मैच बि अहम खिलाड़ के खेल रह रविंद्र जडेज जसप्रीत बुमराह अश्विन चोट के कारण पड़ ,1
345,बूम पाय तस्वीर घट भारत सम्बन्ध नह ,0
340,बूम पाय प्रदर्शन भारत-चीन मसल सम्बन्ध नह सीपीआई एम के मज़दूर गरीब के बेहतर ,0
343,16 दिसंबर 1971 पाकिस्ता भारत के साम समर्पण किय उसक तैयार मेजर जनरल जेएफ़आर जैकब बत क्य ,1
606,बूम पाय वीडिय अगस्त 2019 राजस्थान के जयपुर स्थानीय लोग अतिक्रमण हट विरोध किय ,0
55,ट्विटर फ़ेसबुक दाव किय रह 21 सिख रेजिमेंट के सैनिक इस्तीफ़ दिय ,0
75,सोशल मीडिय दाव किय गय तस्वीर दिख रह किसान दिल्ल के डेर डाल ,0
414,रतन टाट द्वार व्यापार के नाम संदेश फ़र्ज़ बात पुष्ट टाट ट्विटर ,0
232,महिल किसान कह यूनियन के उनक ना अप समुदाय धर्म जुड़ अप जमीन नुमाइंदग रह ,1
70,दाव किय रह पंजाब 2000 हजार घोड़ के 20000 निहंग सिंह किसान के समर्थन दिल्ल रव ,0
68,भारत वैक्सीन सप्ल कार्टून ,1
52,बूम पाय वायरल क्लिप अक्टूबर 2015 कश्मीर सिख द्वार पंजाब उनक धर्मग्रंथ के अपमान के ख़िलाफ़ विरोध ,0
405,पाकिस्तान के कराच दुकान जिनक नाम भारत के शहर देख ख़ास रिपोर्ट ,1
284,ब्रिटेन पाए कोरो वायरस के नए वैरिएंट के मद्देनज़र भारत समेत कनाड आयरलैंड जर्म फ्रांस इटल नीदरलैंड्स बेल्जियम जैस तकरीबन 10 देश उड़ान रद्द फैसल लिय ,1
332,प्रधानमंत्र नरेंद्र मोद नई दिल्ल स्थित नेशनल वॉर मेमोरियल पहुंच 1971 युद्ध हिस्स ले वाल जवान श्रद्धांजल दी ,1
703,बूम सूचीबद्ध नंबर जांच पत लग घोटाल कैस काम ,0
621,बूम स्पी पहचान फ़ारुक अहमद के रूप वंचित बहुजन अगाड़ के ,0
51,दाव किय रह तस्वीर कृष कानून के ख़िलाफ़ चल रह किसान आंदोलन ,0
402,ट्वीट वायरल स्क्रीनशॉट कह अमित शाह मुस्लिम समुदाय विन रह उनक अच्छ स्वास्थ के ,0
395,भारत किसान के आंदोलन मुद्द विदेश संसद उठ रह बुधवार ब्रिटिश संसद लेबर पार्ट के सिख सांसद तनमनजीत सिंह बार मुद्द उठ ,1
682,केंद्र सरकार 3067 लाख नॉन-गैज़ेटेड केंद्रीय कर्मचार तुरंत बोनस दे घोषण ,1
349,संसद के शीत सत्र के ना ख़बर कार्टून ,1
676,बूम पाय तस्वीर भारत नह बल्क 2017 कैर इजीप्ट पकड़ अपहरणकर् ,0
403,ख़त्म पहाड़ चल पहाड़ समंदर के पार अंततः सबक रुल ,1
158,बूम पाय तस्वीर दिख रह महिल गोव कांग्रेस सोशल मीडिय प्रभार प्रतिभ बोर ,0
162,बूम न्यूज़ रिपोर्ट्स पाई जिसम बत गय घट बांग्लादेश राजधा ढाक ,0
684,जानकार कह रह सर्द बढ़ के भारत कोरो वायरस ख़तर बढ़ सक क्य डबल ख़तर बच तैयार रह ,1
211,स्क्रीनशॉट वायरल कंग रनौत स्कूल कॉलेज के खुल के सम्बन्ध फ़र्ज़ दाव रह ,0
234,बूम पाय वीडिय न्यूयॉर्क शूट रिय जोड़ वाल दाव फ़र्ज़ ,0
376,एंटोनिय गुटरेश कह अप संसाधन ख़र्च नह सक जिसस अगल पीढ़ बिखर धर बोझ पड़ ,1
32,ओलंपिक पदक विजे साक्ष मलिक सोनम लगातार बार हर सनस फैल दी ,1
680,अमरीक के ख़ुफ़िय अधिकार कह रूस ईरान 3 नवंबर वाल राष्ट्रपत चुनाव पहल वोटर्स प्रभावित कोशिश लग ,1
39,सोशल मीडिय वायरल दाव मा अहमदाबाद एयरपोर्ट नाम सरदार वल्लभभ पटेल अडा एयरपोर्ट गय ,0
693,बिहार जन मूलभूत सुविध शामिल पा के परेशान लोग साफ पी पा उपलब्ध नह पा ,1
228,बूम पाय वायरल तस्वीर पुरा जिसम अमित शाह फ़ोट एडिट करक लग गय ,0
34,किसान संघर्ष समित आरोप सरकार के इशार लोग आंदोलन हिंसक बन चाह ,1
354,बूम जाँच साम आय वीडिय विंह चाऊ वियतनाम जह व्यक्त अप बेट अनाज के खेल ,0
475,कृष क़ानून ले किसान के विरोध कार्टून ,1
207,पिछल दिन ऐस मामल साम आए जिनम सरकार के आलोचक रह क़ैद के क्रूर बर रह ,1
45,किसान कह 26 जनवर किसान ट्रैक्टर रैल निकाल उसक गणतंत्र दिवस परेड असर नह होग पढ़ बड़ ख़बर ,1
422,अर्थशास्त्र मशहूर लेखक गुरचरण सिंह नए कृष क़ानून के समर्थक उन्ह लग सरकार सुधार ठीक बेच नह पाई ,1
555,बूम पाय ओखल विधायक के मूल ट्वीट सांप्रदायिक रंग दे के फ़ोटोशॉप किय गय टेक्स्ट जोड़ गय ,0
721,क़िस्स भारत पाकिस्तान के 1971 लड़ औपचारिक शुरुआत 11 दिन पहल ,1
674,ट्रांसजेंडर समुदाय के लोग के नौकर ढ़ूढ़ आसान नह ,1
16,बूम पाय वीडिय भारत नह ,0
27,भारत दुनिय के सबस बड़ टीकाकरण कार्यक्रम शुरुआत चुक लोग के मन वैक्सीन ले संदेह क्य ,1
672,भारतीय मीडिय दाव किय गय पाकिस्तान संसद बहस के पीएम मोद के नार लग ,1
613,बूम पाय जंतर मंतर वायरल वीडिय दिख दे वाल महिल आतिय अल्व ,0
391,राष्ट्रपत चुनाव के नतीज ख़ारिज डोनाल्ड ट्रंप कोशिश सुप्रीम कोर्ट नकार ,1
595,बूम पाय वायरल वीडिय ग़लत तरीक काट दिख गय दरअसल महिल शिय वक्फ बोर्ड के अध्यक्ष द्वार लग ,0
118,ड्रग कंट्रोलर जनरल ऑफ़ इंडिय डीसीजीआई रविवार कोविड-19 के इलाज के वैक्सीन के आपातकालीन इस्तेमाल अनुमत दे दी ,1
675,महिल के ख़िलाफ हिंसक अपराध भारत पाकिस्तान तेज़ क़ानून सख़्त सुधार बहस ,1
599,चीन के राष्ट्रपत शी जिनपिंग सिचुआन प्रांत तिब्बत के लिंझ जोड़ वाल रेलव प्रोजेक्ट जल्द पूर निर्देश दिय इसक हिस्स अरूणाचल प्रदेश सीम के काफ़ क़रीब ,1
341,बूम पाय तस्वीर चार साल पुरा थाई इन्डोनेशिय मलेशियन वेबसाइट उपलब्ध ,0
109,लड़क लड़क शाद दोन लड़क लड़क प्यार ,1
318,सिख प्रचारक राम सिंह अप सुसाइड नोट लिख वो किसान दुख बर्दाश्त नह पा रह ,1
380,क्लिप बांग्लादेश के कैम्प आग लग के पश्चात शरणार्थ रोहिंग्य व्यथ दिख ,0
288,क्य हरित क्रांत अप कामयाब के चक्रव्यूह फँस गय पंजाब किसान जान क्य तरीक ,1
292,बूम पाय तस्वीर 2017 2019 बिहार असम बाढ़ ,0
655,भारत सरकार पाकिस्तान के प्रधानमंत्र इमरान ख़ान के गिलगित-बल्तिस्तान प्रांत अस्थाय दर्ज दे के फ़ैसल कड़ विरोध किय ,1
424,बूम पाय वीडिय 2011 किम जोंग-इल के अंतिम संस्कार ,0
216,बूम पाय हैंडल पहल @WeWantRahul के नाम कांग्रेस के समर्थन ट्वीट्स किय ,0
337,बूम पाय झंड ना भगव ना भारतीय तिरंग नेपाल विरोध व्यक्त नेपाल ध्वज जल ,0
128,बूम पाय घट ब्राज़ील के कैफ़ अक्टूबर 12 2020 घटित ,0
315,बूम पाय ससपेंड चूक हैंडल पैरोड हैंडल ,0
731,बूम अयोध्य पुलिस अधीक्षक सुरक्ष बात वायरल मैसेज खंडन कह ऐस निगरा ,0
485,केंद्र के नए कृष क़ानून के ख़िलाफ़ किसान के जार प्रदर्शन के केंद्रीय गृह मंत्र अमित शाह रविवार कह क़ानून किसान के कल्याण के किसान के प्रदर्शन गैर राजनीतिक बत ,1
454,वीडिय दाव किय गय मुस्लिम नौकरा अप मालिक के खा पेशाब मिल बूम पत लग वीडिय ,0
486,बूम पाय वीडिय पुलिस द्वार मॉक ड्रिल ,0
496,बूम पाय वीडिय दरअसल अगस्त 2019 हांगकांग राजनीतिक विरोध दिख गय कोरोनावायरस के ,0
93,बूम हिन्द जाग्रत मंडल के आयोजक बात पाय नार ठाण महाराष्ट्र गणपत विसर्जन के लग ,0
141,बूम पाय वायरल दाव फ़र्ज़ तस्वीर 2014 पीएम मोद कोलक रैल ,0
596,बूम पाय वीडिय पुर सीएए विरोध जुड़ नह ,0
335,गुलाब गेंद वाल डे-नाइट टेस्ट मैच कप्ता विराट कोहल टेस्ट मैच के वो भारत लौट क्योंक वो पि बन वाल ,1
392,बूम जाँच पाय सुरेश चव्हाणक द्वार ट्वीट गय तस्वीर पुरा साल कोविड-19 के चल तेलंग ,0
226,पिछल दिन ऐस मामल साम आए जिनम सरकार के आलोचक रह क़ैद के क्रूर बर रह ,1
535,दिल्ल दंग के अपर्याप्त रिपोर्टिंग के कारण असल जानकार लोग नह पहुंच पाईं इसक अलाव शाहरुख़ के ,0
367,बूम पाय वायरल पोस्ट शेयर किय गय तस्वीर सेट अलग ,0
539,छठ पूज पर्व शनिवार सुबह उग सूर्य अर्घ्य दे संपन्न पूज के आखिर दिन घाट श्रद्धाल भीड़ जुट ,1
514,2012 के दिल्ल गैंग रेप निर्भय मामल के बलात्कार ले सख़्त क़ानून बन कड़ सज़ प्रावधान किय गय क्य इसक असर रह ,1
453,बूम पाय क्लिप 2019 के यूट्यूब वेबसीरीज क्रॉप ,0
456,बूम पड़ताल साम आय वायरल वीडिय हाजीपुर पुलिस द्वार किय मॉक ड्रिल ,0
606,ते साल नवंबर खोल करतारपुर कॉरिडोर उम्मीद जग आसपास रहनेवाल लोग अप ज़िंदग संभावित बदलाव ले उत्साह भर थेलेकिन क्य ऐस संभव पाय आ ,1
27,किसान आंदोलन जोड़ तस्वीर सोशल मीडिय यूज़र्स श्रद्धांजल अर्पित शेयर रह ,0
498,पीएम नरेंद्र मोद वैक्सीन बन रह देश तीन कंपन दौर वैक्सीन बन के काम रह प्रगत जायज लेंग ,1
12,हिंद अख़बार पत्रिक न्यूज़ चैनल्स ज़ी न्यूज़ एबीप समेत न्यूज़ संस्थान पेड कंटेंट योग आदित्यनाथ के ,0
685,कांग्रेस राहुल गांध कह चीन भारत धर कब्ज लिय पीएम मोद चीन नाम नह ले ,1
128,बाइडन बुधवार कैपिटल बिल्डिंग घट अमेरिक के इतिहास के सबस काल दिन करार दिय ,1
289,लद्दाख साद कपड़ पह ची सैनिक के गाँव चल आन ख़बर प्रेस रिव्य ,1
64,दाव किय रह दोन शख़्स अमेरिक अप हनीमून छोड़ किसान प्रदर्शन शरीक ,0
594,बूम पाय वीडिय साल पुर अजमेर जूनियर क्लर्क हमल किय गय ,0
708,एनआईए के अनुसार छाप अलगाववाद चरमपंथ गतिविध मदद के धन जुट के संदेह मार पढ़ के अख़बार बड़ ख़बर ,1
543,बूम कन्नड़ पुलिस बात बत घट सांप्रदायिक कोण नह ,0
717,क्य भारत कोरो वायरस संक्रमण के मामल पीक आ चुक ,1
192,विदेश राजनयिक कह रह चीन ओल के क़दम हैरान सीनियर यूरोपियन डिप्लोमैट कह महामार के प्रधानमंत्र ओल के क़दम चीन नाराज़ ,1
333,एयर इंडिय नीलाम किसान आंदोलन कार्टून ,1
758,बिहार के जातिगत समीकरण बात लंब बीजेप हिंद पहचान के आधार वोटर लामबंद लग इसक सोशल इंजीनियरिंग उसक ध्यान रह ,1
724,बिहार चुनाव ले मिथक चर्च ख़ूब हालांक उनक सच्च क्य बात आम लोग इन्ह मिथक सच मान ले ऐस जान मिथक क्य उनक सच्च क्य ,1
309,पाकिस्तान कपड़ उद्योग जुड़ निर्यातक के मुताबिक कोरो काल उन्ह विदेश काफ ऑर्डर मिल ,1
358,बूम पाय क्षत-विक्षत जबड़ समेत गाय तस्वीर राजस्थान के रायपुर जह गाय विस्फ़ोट घायल गय ,0
29,रिपब्लिक मीडिय नेटवर्क के एडिटर-इन-चीफ़ अर्नब गोस्वाम बार्क के पूर्व सीईओ पार्थ दासगुप् के कथित व्हॉट्सएप चैट्स के लीक विवाद पाकिस्तान पहुँच गय ,1
308,भारत ईरान उज़्बेकिस्तान के पहल त्रिपक्षीय वर्किंग ग्रुप बैठक चाबहार पोर्ट के संयुक्त रूप इस्तेमाल ले बातचीत ,1
730,भारत के लगभग 120 पूर्व सैन्य अधिकार राष्ट्रपत रामनाथ कोविंद मुस्लिम रेजिमेंट के बार ख़त लिख पढ़ अख़बार समीक्ष ,1
456,पहल टी-20 मैच 44 रन पार खेल के कनकशन नियम के टीम बैठ वाल जडेज बाक़ बच टी-20 मैच ,1
617,नेशन विथ नम नाम के फ़ेसबुक पेज मुहर्रम पुर वीडिय पोस्ट दाव किय बिहार सीएए के विरोध ,0
694,दाव ओडिश क्रिस्चन के किय रह ऐस वर्ताव ,0
601,दिन भर सभ ज़रूर ख़बर बड़ अपडेट आपक मिल बीबीस लाइव पेज 24 घंट उपलब्ध ,1
375,जर्म 16 दिसंबर 10 जनवर लॉकडाउन होग जर्मन चांसलर कह फ़ौरन कार्रव ज़रूरत ,1
430,21 साल के भरत जाधव कथित ऊंच जात के आदम सिर्फ़ इसल पीट क्योंक उनक सरनेम कथित ऊंच जात वाल सरनेम जैस ,1
87,सोशल मीडिय वायरल वीडिय क्लिप के दाव किय गय मोद जी योग रूप कभ नह देख होग ,0
665,बूम पाय वास्तव तस्वीर पुलिस वकील के हज़ार कोर्ट झड़प के प्रदर्शन ,0
424,बुधवार किसान केंद्र सरकार के वाल बैठक स्थगित सरकार कह पहल भेज लिखित प्रस्ताव ,1
322,बूम वायरल तस्वीर दिख रह भाजप विकास दुब संपर्क किय पाय दाव बेबुनियाद ,0
497,बूम पाय मुफ़्त मास्क के ऑनलाइन फॉर्म घोटाल जिसक ज़र लोग जानकार ली ,0
562,बूम पाय तस्वीर अलग-अलग महिल फ़र्ज़ दाव के शेयर रह ,0
144,मेलबर्न इंडोर रेस्तर वीडिय वायरल के भारतीय क्रिकेट टीम सपोर्ट स्टाफ़ कोरो वायरस टेस्ट किय गय ,1
262,वायरल पोस्ट्स दाव न्यूजीलैंड के कोरो मुक्त घोषित प्रधानमंत्र भगवान के दर्शन हेत मंदिर गय ,0
633,जरनैल सिंह भिंडरावाल स्वर्ण मंदिर निकाल योज ब्रिटिश अफ़सर सलाह ली ,1
750,आईएमएफ़ अनुमान प्रत व्यक्त जीडीप आन वाल दिन बांग्लादेश भारत पीछ छोड़ आग जाएग क्य तुल सह ,1
656,बूम पत लग सक्षम वीडिय दिख रह शख़्स विनोद सारंग दिल्ल पुलिस सीनियर इंस्पेक्टर ,0
386,बूम वाकिय दूसर कोण लिय गय वीडिय खोज निकाल पाय लोग साजिद भाई ज़िंदाबाद कह रह ना ,0
34,दाव दिल्ल पुलिस के पुलिसकर्म कार मुस्लिम युवक बाइक लग पुलिसकर्म उसक माँ गोल चल दी ,0
457,भारत ऑस्ट्रेलिय टी20 मैच युज़वेंद्र चहल टीम हिस्स ना मैन ऑफ़ द मैच कैस बन जान मैच पूर रोमांच वीडिय ,1
576,बूम पाय वीडिय 2015 मलेशिय प्रधान मंत्र चीन यात्र ,0
76,नगालैंड के फेक जिल कुटसाप गांव अचानक चर्च 26 दिसंबर गांव ट्रक दुर्घटनाग्रस्त गय ट्रक सड़क करीब 525 फुट नीच गिर गय ,1
529,मूल रूप तस्वीर लड़क जिसक शव 20 फ़रवर मध्य प्रदेश के गांव बरामद किय गय ,0
616,बूम पाय वीडिय 2015 तीन बाइकर्स चालान जार पुलिसकर्म पिट ,0
645,लखनऊ के नार निकेतन महिल क़ैद जेल के करवाचौथ त्योहार मन ,1
686,बूम पाय महिल पहचान अमरत शहजाद के रुप मुस्लिम पाकिस्तान के शाहपुर भंगुक निवास ,0
236,सरकार न्यूज़ एजेंस शिन्हुआ रिपोर्ट के अनुसार पुलिस संदिग्ध गिरफ़्तार लिय हालांक हमल के पीछ मक़सद अभ स्पष्ट नह सक ,1
719,भारत-पाकिस्तान युद्ध औपचारिक शुरुआत 11 दिन बाक दिन पहल 4 सिख रेजिमेंट के सैनिक टैंक के पूर्वी-पाकिस्तान चौगाच क़स्ब तरफ बढ़ ,1
16,भारत रूस के रिश्त बढ़ अटकल के रूस विदेश मंत्र सर्गेइ लवरोव सोमवार कह रूस के भारत ख़ास ,1
618,पार्ट 27 उम्मीदवार वायरल सूच खंडन किय सांप्रदायिक कोण दिय रह ,0
696,बूम पाय फुटेज वीडिय गेम मेडल ऑफ ऑनर ,0
211,आंदोलन रह किसान रविवार ताल थाल बज पीएम मोद के ‘मन बात’ कार्यक्रम विरोध किय ,1
24,वीडिय के दाव कोविड-19 महामार के मुकेश अम्बा के घर समारोह ,0
425,किसान आंदोलन शामिल किसान संगठन हर रोज़ रिव्य मीटिंग के आपस अप समन्वय मज़बूत ,1
62,दाव किय रह तस्वीर किसान आंदोलन किसान तिरंग बेइज़्ज़ रह ,0
110,बूम सिंहवाड़ पीएचस के चिकित्स अधिकार बत जवान प्राथमिक उपचार किय गय मृत्य नह ,0
499,सब-डिविशनल मजिस्ट्रेट बूम बत वीडिय मॉक ड्रिल 13 मार्च गय ,0
465,कश्मीर पुरा परंपर बच के आग आई नई पीढ़ ,1
346,बूम पाय आजतक द्वार चल ट्वीट्स विसंगत गलत थीं जिसस मालुम फ़र्ज़ ,0
75,दिल्ल के बॉर्डर आंदोलन रह किसान कह वो सुप्रीम कोर्ट पहल स्वागत उनक आरोप कमिट किसान मांग ले बन वो सरकार के पक्ष काम ,1
260,जम्म कश्मीर अतिक्रमण हट रह कार्रवाईकाट रह हज़ार सेब के पेड़और तोड़ रह वनवास के घरप ,1
578,चीन समेत एशिया-प्रशांत महासागर क्षेत्र के 15 देश रविवार दुनिय सबस बड़ व्यापार संध हस्ताक्षर किय ,1
336,बूम पाय अदाकार उर्सुल आंद्रेस तस्वीर जेम्स बांड श्रृंखल पहल फ़िल्म डॉ नो के सेट ली गय ,0
251,साल 2019 प्रतिदिन 4575 लोग जान वाय प्रदूषण वजह ढाई लाख करोड़ रुपय ज़्याद नुकसान हुआआप बच के क्य रह ,1
417,बूम नसीरुद्दीन शाह के सहय बातचीत अफ़वाह ख़ारिज कह ठीक ,0
705,बूम पाय कन्हैय मौल अबुल कलाम आज़ाद बात रह काट छांट दिख गय ,0
614,अर्नब गोस्वाम बी बुधवार 4 नवंबर मुंबई उन्ह उनक घर गिरफ़्तार किय गय ,1
359,दिल्ल हाईकोर्ट के फ़ैसल एम्स प्रशासन मीटिंग के नर्सिंग यूनियन हड़ताल वापस ले फ़ैसल किय ,1
364,बूम पाय वायरल वीडिय दिल्ल नह बल्क मुंबई के किंग एड्वर्ड मेमोरीयल हॉस्पिटल ,0
368,मरियम नवाज़ लोग अपील वो हर हालत मीनार-ए-पाकिस्तान पहुँच इमरान ख़ान सरकार आख़िर धक्क दें ,1
241,भारत-चीन के एलएस जार तनाव के अरुणाचल के तवांग सेक्टर भारतीय सुरक्षाबल के जवान कड़ ठंड डट ,1
4,मीडिय आउटलेट्स वायर एजेंस गलत तरीक दाव किय पाकिस्तान के पूर्व राजनयिक बालाकोट मौत ,0
476,लेख वर्ल्ड न्यूज़ डेल जानीमा फ़र्ज़ समाचार वेबसाइट व्यंग्य सामग्र आड़ ग़लत सूच फ़ैल ,0
657,मायाव कह समाजवाद पार्ट हर के ज़रूरत पड़ उनक पार्ट बीजेप समर्थन सक ,1
598,बूम पाय वीडिय छत्तीसगढ़ नगर निगम चुनाव इसक दिल्ल विधानसभ चुनाव सम्बन्ध नह ,0
38,मैथिल हिंद के लेखक राजकमल चौधर लिख तत्कालीन समाज निम्न महिल दश बय ,1
112,बूम पाय पक्ष प्रजात नाम एंडियन कोंडोर कैटामार्क अर्जेंटी 2012 घायल पाय गय 2014 ,0
202,बूम पाय पिछल दिसंबर शिव के लोग व्यक्त मुख्यमंत्र उद्धव ठाकर के ख़िलाफ़ फ़ेसबुक कमेंट ,0
54,दाव किसान आंदोलन दिल्ल चल मार्च के कारण राष्ट्रिय राजधा 80 किलोमीटर लम्ब जाम लग ,0
300,बूम पाय तस्वीर बिहार 2018 ली गय दूसर हैदराबाद ,0
703,पाकिस्ता सांसद अयाज़ सादिक़ दाव किय विदेश मंत्र शाह महमूद क़ुरैश कह विंग कमांडर अभिनंदन रिह नह किय भारत रात नौ बज हमल देग ,1
187,बूम पाय हफ़िंगटन पोस्ट के लेख गांध नाम सूच शामिल खेद जत हट दिय गय ,0
185,बूम पाय कंग के निर्वाचन क्षेत्र बीजेप 2014 2019 लोकसभ विधानसभ चुनाव अप उम्मीदवार उतार ,0
629,पाकिस्तान छप वाल उर्द के अख़बार क्य चर्च पढ़ उर्द अख़बार सप्ताह क्य रह चर्च ,1
112,उत्तर प्रदेश के मिर्ज़ापुर ज़िल युवक क़रीब 11 साल पहल ग़ल सीम पार करक पाकिस्तान चल गय ,1
92,बूम पाय वायरल तस्वीर अक्टूबर 2019 ली गय अशोक गेहलोत दिवाल मन ,0
548,बूम पाय वायरल तस्वीर तीन साल पुरा शाहीन बाग़ नह ,0
585,बूम मृतक के रिश्तेदार संपर्क किय पुष्ट 20 वर्षीय युव महिल मौत हृदय रुक ,0
744,चालक कार रोक के बजाय चल जार रख ट्रैफ़िक पुलिसकर्म कार के बॉनेट आ गय ,1
249,बूम पाय वीडिय सुशांत सिंह राजपूत कोरियोग्राफ़र मनप्रीत तूर के डांस नज़र आ रह ,0
519,बूम मंदर के लंब भाषण सु जह प्रदर्शनकार भारत के संविधान के सच्च आदर्श रक्ष के ,0
631,24व बहुराष्ट्रीय समुद्रीय अभ्यास मालाबार पहल चरण संपन्न गय ,1
338,बूम जिओ-लोकेट पत लग तस्वीर लेह न लदाख ,0
298,बूम पाय घट 2017 वीडिय के वायरल के उत्तर प्रदेश पुलिस गिरफ्तार ,0
734,उत्तराखंड के टिहर ज़िल रौत बेल नाम गांव पनीर विलेज के नाम मशहूर गांव सभ परिवार पनीर बन काम देख वीडिय ,1
301,बूम पाय भगत सिंह बहन परकाश कौर निधन टोरंट 2014 ,0
510,बूम पाय ट्वीट बीजेपी4कर्नाटक के पैरोड अकाउंट न पार्ट के आधिकारिक हैंडल किय गय ,0
594,इंडिय लव प्रोजेक्ट इंस्टाग्राम सामाजिक बेड़ तोड़ प्यार वाल कहान आवाज़ दे रह ,1
395,बूम पाय तस्वीर 2017 जिसम रोहिंग्य मुस्लिम व्यक्त म्यांमार छोड़ बांग्लादेश ओर भाग रह ,0
277,बूम एनीमेशन बन वाल कंप के मालिक बात बत वीडिय आंध्रप्रदेश के जैन मंदिर मॉडल ,0
138,भारत चीन के वास्तविक नियंत्रण रेख चल रह सीम विवाद के चीन भारत अप घरेल मसल ज़्याद ध्यान दे नसीहत दी ,1
336,दिल्ल के परिवहन विभाग कार के हाई सिक्योरिट रजिस्ट्रेशन प्लेट कलर कोडेड फ़्यूल स्टि अनिवार्य दिय इसक न 10000 रुपय चालान कट सक ,1
147,भारत तनाव के ची राष्ट्रपत शी जिनपिंग तैनात शक्त अप पास ले ली ,1
366,बूम उत्तराखंड वन्य विभाग के वरिष्ठ अधिकार बात करक पत लग वायरल तस्वीर उत्तराखंड नह ,0
90,बूम पाय बयान के नीच भागवत नाम अलग जोड़ गय ऐस रिपोर्ट नह वायरल बयान पुष्ट ,0
289,बूम पाय तस्वीर पाकिस्ता सोशल मीडिय हैंडल्स पिछल साल पंजाब पाकिस्तान बत शेयर रह ,0
709,केंद्र सरकार 3067 लाख नॉन-गैज़ेटेड केंद्रीय कर्मचार तुरंत बोनस दे घोषण ,1
